1975-01-04	1	2	1	lucy in the sky with diamonds	elton john	MCA 40344
1975-01-04	2	4	1	you're the first, the last, my everything	barry white	20th Century 2133
1975-01-04	3	11	1	mandy	barry manilow	Bell 45613
1975-01-04	4	5	1	junior's farm	paul mccartney & wings	Apple 1875
1975-01-04	5	9	1	please mr. postman	carpenters	A&M 1646
1975-01-04	6	7	1	only you	ringo starr	Apple 1876
1975-01-04	7	8	1	laughter in the rain	neil sedaka	Rocket/MCA 40313
1975-01-04	8	10	1	boogie on reggae woman	stevie wonder	Tamla 54254
1975-01-04	9	1	1	cat's in the cradle	harry chapin	Elektra 45203
1975-01-04	10	3	1	kung fu fighting	carl douglas	20th Century 2140
1975-01-04	11	12	1	i feel a song (in my heart)	gladys knight & pips	Buddah 433
1975-01-04	12	13	1	one man woman/one woman man	paul anka with odia coates	United Artists 569
1975-01-04	13	14	1	bungle in the jungle	jethro tull	Chrysalis 2101
1975-01-04	14	20	1	never can say goodbye	gloria gaynor	MGM 14748
1975-01-04	15	6	1	angie baby	helen reddy	Capitol 3972
1975-01-04	16	16	1	sha-la-la (make me happy)	al green	Hi 2274
1975-01-04	17	19	1	must of got lost	j. geils band	Atlantic 3214
1975-01-04	18	24	1	morning side of the mountain	donny & marie osmond	MGM 14765
1975-01-04	19	21	1	dark horse	george harrison	Apple 1877
1975-01-04	20	25	1	doctor's orders	carol douglas	Midland Int'l 10113
1975-01-04	21	29	1	some kind of wonderful	grand funk	Capitol 4002
1975-01-04	22	23	1	promised land	elvis presley	RCA Victor 10074
1975-01-04	23	30	1	best of my love	eagles	Asylum 45218
1975-01-04	24	31	1	get dancin'	disco tex & sex-o-lettes	Chelsea 3004
1975-01-04	25	27	1	dancin' fool	guess who	RCA Victor 10075
1975-01-04	26	46	1	you're no good	linda ronstadt	Capitol 3990
1975-01-04	27	28	1	ride 'em cowboy	paul davis	Bang 712
1975-01-04	28	34	1	free bird	lynyrd skynyrd	MCA 40328
1975-01-04	29	37	1	pick up the pieces	average white band	Atlantic 3229
1975-01-04	30	35	1	rock n' roll (i gave you the best years of my life)	mac davis	Columbia 10070
1975-01-04	31	33	1	ready	cat stevens	A&M 1645
1975-01-04	32	32	1	dream on	righteous brothers	Haven 7006
1975-01-04	33	49	1	fire	ohio players	Mercury 73643
1975-01-04	34	17	1	i can help	billy swan	Monument 8621
1975-01-04	35	18	1	you got the love	rufus featuring chaka khan	ABC 12032
1975-01-04	36	22	1	when will i see you again	three degrees	Philadelphia Int'l 3550
1975-01-04	37	44	1	struttin'	billy preston	A&M 1644
1975-01-04	38	43	1	my eyes adored you	frankie valli	Private Stock 45003
1975-01-04	39	42	1	the entertainer	billy joel	Columbia 10064
1975-01-04	40	47	1	from his woman to you	barbara mason	Buddah 441
1975-01-04	41	61	1	lonely people	america	Warner Bros. 8048
1975-01-04	42	55	1	black water	doobie brothers	Warner Bros. 8062
1975-01-04	43	15	1	ain't too proud to beg	rolling stones	Rolling Stones 19302
1975-01-04	44	51	1	i belong to you	love unlimited	20th Century 2141
1975-01-04	45	48	1	changes	david bowie	RCA Victor 0605
1975-01-04	46	53	1	look in my eyes pretty woman	tony orlando & dawn	Bell 45620
1975-01-04	47	65	1	when a child is born	michael holm	Mercury 73642
1975-01-04	48	74	1	sweet surrender	john denver	RCA Victor 10148
1975-01-04	49	26	1	do it ('til you're satisfied)	b.t. express	Roadshow 12395
1975-01-04	50	57	1	lady	styx	Wooden Nickel 10102
1975-01-04	51	60	1	can't get it out of my head	electric light orchestra	United Artists 573
1975-01-04	52	56	1	ruby, baby	billy "crash" craddock	ABC 12036
1975-01-04	53	63	1	big yellow taxi	joni mitchell	Asylum 45221
1975-01-04	54	54	1	sugar pie guy (pt. 1)	joneses	Mercury 73614
1975-01-04	55	66	1	#9 dream	john lennon	Apple 1878
1975-01-04	56	58	1	one tear	eddie kendricks	Tamla 54255
1975-01-04	57	64	1	happy people	temptations	Gordy 7138
1975-01-04	58	67	1	day tripper	anne murray	Capitol 4000
1975-01-04	59	39	1	woman to woman	shirley brown	Truth 3206
1975-01-04	60	36	1	fairytale	pointer sisters	ABC/Blue Thumb 254
1975-01-04	61	38	1	my melody of love	bobby vinton	ABC 12022
1975-01-04	62	73	1	your bulldog drinks champagne	jim stafford	MGM 14775
1975-01-04	63	41	1	longfellow serenade	neil diamond	Columbia 10043
1975-01-04	64	80	1	nightingale	carole king	Ode 66106
1975-01-04	65	69	1	to the door of the sun (alle porte del sole)	al martino	Capitol 3987
1975-01-04	66	68	1	a woman's story	cher	Warner-Spector 0400
1975-01-04	67	76	1	i'm a woman	maria muldaur	Reprise 1319
1975-01-04	68	70	1	sexy ida (pt. 2)	ike & tina turner	United Artists 528
1975-01-04	69	72	1	baby, hang up the phone	carl graves	A&M 1620
1975-01-04	70	71	1	where are all my friends	harold melvin & blue notes	Philadelphia Int'l 3552
1975-01-04	71	52	1	without love	aretha franklin	Atlantic 3224
1975-01-04	72	77	1	i am i am	smokey robinson	Tamla 54251
1975-01-04	73	40	1	heavy fallin' out	stylistics	Avco 4647
1975-01-04	74	83	1	don't take your love	manhattans	Columbia 10045
1975-01-04	75	89	1	as long as he takes care of home	candi staton	Warner Bros. 8038
1975-01-04	76	79	1	do your thing	james & bobby purify	Casablanca 812
1975-01-04	77	88	1	hoppy, gene and me	roy rogers	20th Century 2154
1975-01-04	78	81	1	mama don't allow no parkin'	brownsville station	Big Tree 16029
1975-01-04	79	82	1	costafine town	splinter	Dark Horse 10002
1975-01-04	80	78	1	coldblooded	james brown	Polydor 14258
1975-01-04	81	85	1	my main man	staple singers	Stax 0227
1975-01-04	82	84	1	gee baby	peter shelley	Bell 45614
1975-01-04	83	86	1	safe at home	souther, hillman, furay band	Asylum 45217
1975-01-04	84	96	1	ain't that peculiar	diamond reo	Big Tree 16030
1975-01-04	85	90	1	don't cha love it	miracles	Tamla 54256
1975-01-04	86	87	1	philadelphia	b.b. king	ABC 12029
1975-01-04	87	91	1	i wouldn't treat a dog (the way you treated me)	bobby bland	ABC/Dunhill 15015
1975-01-04	88	92	1	part of the plan	dan fogelberg	Epic 50055
1975-01-04	89	93	1	don't call us, we'll call you	sugarloaf/jerry corbetta	Claridge 402
1975-01-04	90	94	1	never let her go	david gates	Elektra 45223
1975-01-04	91	NEW	1	christmas dream	perry como	RCA Victor 10122
1975-01-04	92	95	1	up in a puff of smoke	polly brown	GTO 1002
1975-01-04	93	97	1	you can't do it right (with the one you love)	deep purple	Warner Bros. 8049
1975-01-04	94	NEW	1	guava jelly	barbra streisand	Columbia 10075
1975-01-04	95	99	1	crazy talk	chilliwack	Sire 716
1975-01-04	96	NEW	1	let me start tonite	lamont dozier	ABC 12044
1975-01-04	97	98	1	should anybody ask	gary bonner	Atlantic 3234
1975-01-04	98	NEW	1	future shock	hello people	ABC/Dunhill 15023
1975-01-04	99	100	1	hot dawgit	ramsey lewis & earth, wind & fire	Columbia 10056
1975-01-04	100	NEW	1	ms. grace	tymes	RCA Victor 10128
1975-01-11	1	2	2	you're the first, the last, my everything	barry white	20th Century 2133
1975-01-11	2	3	2	mandy	barry manilow	Bell 45613
1975-01-11	3	1	2	lucy in the sky with diamonds	elton john	MCA 40344
1975-01-11	4	5	2	please mr. postman	carpenters	A&M 1646
1975-01-11	5	7	2	laughter in the rain	neil sedaka	Rocket/MCA 40313
1975-01-11	6	6	2	only you	ringo starr	Apple 1876
1975-01-11	7	4	2	junior's farm	paul mccartney & wings	Apple 1875
1975-01-11	8	8	2	boogie on reggae woman	stevie wonder	Tamla 54254
1975-01-11	9	9	2	cat's in the cradle	harry chapin	Elektra 45203
1975-01-11	10	10	2	kung fu fighting	carl douglas	20th Century 2140
1975-01-11	11	12	2	one man woman/one woman man	paul anka with odia coates	United Artists 569
1975-01-11	12	14	2	never can say goodbye	gloria gaynor	MGM 14748
1975-01-11	13	13	2	bungle in the jungle	jethro tull	Chrysalis 2101
1975-01-11	14	11	2	i feel a song (in my heart)	gladys knight & pips	Buddah 433
1975-01-11	15	18	2	morning side of the mountain	donny & marie osmond	MGM 14765
1975-01-11	16	21	2	some kind of wonderful	grand funk	Capitol 4002
1975-01-11	17	17	2	must of got lost	j. geils band	Atlantic 3214
1975-01-11	18	20	2	doctor's orders	carol douglas	Midland Int'l 10113
1975-01-11	19	23	2	best of my love	eagles	Asylum 45218
1975-01-11	20	26	2	you're no good	linda ronstadt	Capitol 3990
1975-01-11	21	24	2	get dancin'	disco tex & sex-o-lettes	Chelsea 3004
1975-01-11	22	29	2	pick up the pieces	average white band	Atlantic 3229
1975-01-11	23	30	2	rock n' roll (i gave you the best years of my life)	mac davis	Columbia 10070
1975-01-11	24	25	2	dancin' fool	guess who	RCA Victor 10075
1975-01-11	25	33	2	fire	ohio players	Mercury 73643
1975-01-11	26	28	2	free bird	lynyrd skynyrd	MCA 40328
1975-01-11	27	27	2	ride 'em cowboy	paul davis	Bang 712
1975-01-11	28	22	2	promised land	elvis presley	RCA Victor 10074
1975-01-11	29	19	2	dark horse	george harrison	Apple 1877
1975-01-11	30	31	2	ready	cat stevens	A&M 1645
1975-01-11	31	37	2	struttin'	billy preston	A&M 1644
1975-01-11	32	15	2	angie baby	helen reddy	Capitol 3972
1975-01-11	33	41	2	lonely people	america	Warner Bros. 8048
1975-01-11	34	42	2	black water	doobie brothers	Warner Bros. 8062
1975-01-11	35	40	2	from his woman to you	barbara mason	Buddah 441
1975-01-11	36	46	2	look in my eyes pretty woman	tony orlando & dawn	Bell 45620
1975-01-11	37	38	2	my eyes adored you	frankie valli	Private Stock 45003
1975-01-11	38	44	2	i belong to you	love unlimited	20th Century 2141
1975-01-11	39	39	2	the entertainer	billy joel	Columbia 10064
1975-01-11	40	48	2	sweet surrender	john denver	RCA Victor 10148
1975-01-11	41	47	2	when a child is born	michael holm	Mercury 73642
1975-01-11	42	45	2	changes	david bowie	RCA Victor 0605
1975-01-11	43	16	2	sha-la-la (make me happy)	al green	Hi 2274
1975-01-11	44	50	2	lady	styx	Wooden Nickel 10102
1975-01-11	45	55	2	#9 dream	john lennon	Apple 1878
1975-01-11	46	51	2	can't get it out of my head	electric light orchestra	United Artists 573
1975-01-11	47	53	2	big yellow taxi	joni mitchell	Asylum 45221
1975-01-11	48	34	2	i can help	billy swan	Monument 8621
1975-01-11	49	58	2	day tripper	anne murray	Capitol 4000
1975-01-11	50	52	2	ruby, baby	billy "crash" craddock	ABC 12036
1975-01-11	51	64	2	nightingale	carole king	Ode 66106
1975-01-11	52	62	2	your bulldog drinks champagne	jim stafford	MGM 14775
1975-01-11	53	36	2	when will i see you again	three degrees	Philadelphia Int'l 3550
1975-01-11	54	57	2	happy people	temptations	Gordy 7138
1975-01-11	55	56	2	one tear	eddie kendricks	Tamla 54255
1975-01-11	56	35	2	you got the love	rufus featuring chaka khan	ABC 12032
1975-01-11	57	67	2	i'm a woman	maria muldaur	Reprise 1319
1975-01-11	58	49	2	do it ('til you're satisfied)	b.t. express	Roadshow 12395
1975-01-11	59	54	2	sugar pie guy (pt. 1)	joneses	Mercury 73614
1975-01-11	60	32	2	dream on	righteous brothers	Haven 7006
1975-01-11	61	75	2	as long as he takes care of home	candi staton	Warner Bros. 8038
1975-01-11	62	65	2	to the door of the sun (alle porte del sole)	al martino	Capitol 3987
1975-01-11	63	74	2	don't take your love	manhattans	Columbia 10045
1975-01-11	64	69	2	baby, hang up the phone	carl graves	A&M 1620
1975-01-11	65	72	2	i am i am	smokey robinson	Tamla 54251
1975-01-11	66	66	2	a woman's story	cher	Warner-Spector 0400
1975-01-11	67	68	2	sexy ida (pt. 2)	ike & tina turner	United Artists 528
1975-01-11	68	84	2	ain't that peculiar	diamond reo	Big Tree 16030
1975-01-11	69	70	2	where are all my friends	harold melvin & blue notes	Philadelphia Int'l 3552
1975-01-11	70	77	2	hoppy, gene and me	roy rogers	20th Century 2154
1975-01-11	71	76	2	do your thing	james & bobby purify	Casablanca 812
1975-01-11	72	92	2	up in a puff of smoke	polly brown	GTO 1002
1975-01-11	73	NEW	1	ding dong; ding dong	george harrison	Apple 1879
1975-01-11	74	78	2	mama don't allow no parkin'	brownsville station	Big Tree 16029
1975-01-11	75	79	2	costafine town	splinter	Dark Horse 10002
1975-01-11	76	81	2	my main man	staple singers	Stax 0227
1975-01-11	77	43	2	ain't too proud to beg	rolling stones	Rolling Stones 19302
1975-01-11	78	85	2	don't cha love it	miracles	Tamla 54256
1975-01-11	79	NEW	1	midnight sky (pt. 1)	isley brothers	T-Neck 2255
1975-01-11	80	83	2	safe at home	souther, hillman, furay band	Asylum 45217
1975-01-11	81	89	2	don't call us, we'll call you	sugarloaf/jerry corbetta	Claridge 402
1975-01-11	82	90	2	never let her go	david gates	Elektra 45223
1975-01-11	83	NEW	1	rhyme tyme people	kool & gang	De-Lite 1563
1975-01-11	84	86	2	philadelphia	b.b. king	ABC 12029
1975-01-11	85	88	2	part of the plan	dan fogelberg	Epic 50055
1975-01-11	86	96	2	let me start tonite	lamont dozier	ABC 12044
